8346;Sturnella;superciliaris;White-browed Blackbird;;Alvaro Riccetto;Uruguay;La Higuerita,Lavalleja;;;calls and flight  song;pechocolo1.alvaricc.mp3;http://www.xeno-canto.org/sounds/uploaded/IGDDGNGPAL/pechocolo1.alvaricc.mp3;http://www.xeno-canto.org/sounds/uploaded/IGDDGNGPAL/ffts/tb/pechocolo1.alvaricc.png
48045;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Bajos Submeridionales (alrededores Laguna ElPalmar), La Ciguena, Vera, Santa Fe;;;Alarm call and glight display song;Sturnella superciliaris_White-browed Blackbird_Bajos Submeridionales (alrededores laguna El Palmar)_La Ciguena_Vera_Santa Fe_ARG c_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/Sturnella superciliaris_White-browed Blackbird_Bajos Submeridionales (alrededores laguna El Palmar)_La Ciguena_Vera_Santa Fe_ARG c_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/Sturnella superciliaris_White-browed Blackbird_Bajos Submeridionales (alrededores laguna El Palmar)_La Ciguena_Vera_Santa Fe_ARG c_Bernabe Lopez-Lanus.png
49171;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Ibera, Corrientes;;;song;BLACKBIRD White-browed_02_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_02_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_02_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.png
49172;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Perdices, Entre Rios;-33.304995;-58.712997;song;BLACKBIRD White-browed_03_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_03_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_03_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.png
49173;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Ibera, Corrientes;;;song;BLACKBIRD White-browed_04_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_04_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_04_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.png
49174;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Ibera, Corrientes;;;song;BLACKBIRD White-browed_05_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_05_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_05_Colonia Pellegrini_Ibera_Corrientes_AR_21OCT00_Rosendo Fraga.png
49175;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Estancia Malabrigo, Entre Rios;;;song;BLACKBIRD White-browed_06_Estancia Malabrigo_Entre Rios_AR_16DIC03_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_06_Estancia Malabrigo_Entre Rios_AR_16DIC03_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_06_Estancia Malabrigo_Entre Rios_AR_16DIC03_Rosendo Fraga.png
49176;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Brazil;Fazenda Baixo da Lasca, Minas Gerais;;;song;BLACKBIRD White-browed_08_Fazenda Baixo da Lasca_Minas Gerais_BR_28DIC01_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_08_Fazenda Baixo da Lasca_Minas Gerais_BR_28DIC01_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_08_Fazenda Baixo da Lasca_Minas Gerais_BR_28DIC01_Rosendo Fraga.png
49177;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Perdices, Entre Rios;-33.304995;-58.712997;song;BLACKBIRD White-browed_10_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_10_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_10_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.png
49178;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Brazil;Brejo das Almas, Minas Gerais;;;song;BLACKBIRD White-browed_11_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga..mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_11_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga..mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_11_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga..png
49179;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Perdices, Entre Rios;-33.304995;-58.712997;song;BLACKBIRD White-browed_15_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_15_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_15_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.png
49180;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;General Lavalle, Buenos Aires;;;song;BLACKBIRD White-browed_16_General Lavalle_Buenos Aires_AR_24DIC02_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_16_General Lavalle_Buenos Aires_AR_24DIC02_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_16_General Lavalle_Buenos Aires_AR_24DIC02_Rosendo Fraga.png
49181;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;General Lavalle, Buenos Aires;;;song;BLACKBIRD White-browed_17_General Lavalle_Buenos Aires_AR_25DIC02_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_17_General Lavalle_Buenos Aires_AR_25DIC02_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_17_General Lavalle_Buenos Aires_AR_25DIC02_Rosendo Fraga.png
49182;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Perdices, Entre Rios;-33.304995;-58.712997;call;BLACKBIRD White-browed_21_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_21_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_21_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.png
49183;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Perdices, Entre Rios;-33.304995;-58.712997;song;BLACKBIRD White-browed_22_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_22_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_22_Estancia Las Cruces_Perdices_Entre Rios_AR_25NOV00_Rosendo Fraga.png
49184;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Estancia Los Quirquinchos, Entre Rios;;;call;BLACKBIRD White-browed_24_Estancia Los Quirquinchos_Entre Rios_AR_28DIC00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_24_Estancia Los Quirquinchos_Entre Rios_AR_28DIC00_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_24_Estancia Los Quirquinchos_Entre Rios_AR_28DIC00_Rosendo Fraga.png
49185;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Argentina;Entre Rios;;;call;BLACKBIRD White-browed_25_Gualeguaychu_Entre Rios_AR_28DIC00_female_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_25_Gualeguaychu_Entre Rios_AR_28DIC00_female_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_25_Gualeguaychu_Entre Rios_AR_28DIC00_female_Rosendo Fraga.png
49186;Sturnella;superciliaris;White-browed Blackbird;;Rosendo Fraga;Brazil;Brejo das Almas, Minas Gerais;;;call;BLACKBIRD White-browed_26_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/BLACKBIRD White-browed_26_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga.mp3;http://www.xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/tb/BLACKBIRD White-browed_26_Brejo das Almas_Minas Gerais_BR_11JUL01_Rosendo Fraga.png
50165;Sturnella;superciliaris;White-browed Blackbird;;Miguel Angel Roda;Argentina;Saladillo, Buenos Aires;-35.641952;-59.775238;song;BLACKBIRD White-browed_14_Saladillo_Buenos Aires_AR_12FEB06_Miguel Angel Roda.mp3;http://www.xeno-canto.org/sounds/uploaded/FKVINBDVIO/BLACKBIRD White-browed_14_Saladillo_Buenos Aires_AR_12FEB06_Miguel Angel Roda.mp3;http://www.xeno-canto.org/sounds/uploaded/FKVINBDVIO/ffts/tb/BLACKBIRD White-browed_14_Saladillo_Buenos Aires_AR_12FEB06_Miguel Angel Roda.png
50565;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Establecimiento Susarelli, Santa Fe;;;song;BLACKBIRD White-browed_01_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_01_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_01_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.png
50566;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Las Vinchucas, Tapalque, Buenos Aires;;;song;BLACKBIRD White-browed_07_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_07_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_07_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.png
50567;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Las Vinchucas, Tapalque, Buenos Aires;;;song;BLACKBIRD White-browed_09_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_09_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_09_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.png
50568;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Arroyo Saladillo, 25 de Mayo, Buenos Aires;;;song;BLACKBIRD White-browed_12_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_17FEB06_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_12_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_17FEB06_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_12_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_17FEB06_B Lopez-Lanus.png
50569;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Establecimiento Susarelli, Santa Fe;;;song;BLACKBIRD White-browed_13_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_13_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_13_Establecimiento Susarelli_Santa Fe_AR_8ENE07_Bernabe Lopez-Lanus.png
50570;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Arroyo Saladillo, 25 de Mayo, Buenos Aires;;;song;BLACKBIRD White-browed_18_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_15FEB06_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_18_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_15FEB06_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_18_Arroyo Saladillo_25 de Mayo_Buenos Aires_AR_15FEB06_B Lopez-Lanus.png
50571;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Las Vinchucas, Tapalque, Buenos Aires;;;song;BLACKBIRD White-browed_19_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_19_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_19_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.png
50572;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Las Vinchucas, Tapalque, Buenos Aires;;;song;BLACKBIRD White-browed_20_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_20_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_20_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.png
50573;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Las Vinchucas, Tapalque, Buenos Aires;;;song;BLACKBIRD White-browed_23_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/BLACKBIRD White-browed_23_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/BLACKBIRD White-browed_23_Las Vinchucas_Tapalque_Buenos Aires_AR_01ENE04_B Lopez-Lanus.png
54792;Sturnella;superciliaris;White-browed Blackbird;;Carlos Ferrari;Argentina;Reserva Ecologica Costanera Sur, Buenos Aires;;;Song;Sturnella superciliaris-RECS-Ferrari-Jun08.mp3;http://www.xeno-canto.org/sounds/uploaded/ZYWOYHEPUK/Sturnella superciliaris-RECS-Ferrari-Jun08.mp3;http://www.xeno-canto.org/sounds/uploaded/ZYWOYHEPUK/ffts/tb/Sturnella superciliaris-RECS-Ferrari-Jun08.png
61274;Sturnella;superciliaris;White-browed Blackbird;;Bernabe Lopez-Lanus;Argentina;Campo Avalos, Rio Mirinay-cerca Casco Cambai, Monte Caseros, Corrientes;;;Song;3243 Sturnella superciliaris_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_19AGO2010_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/3243 Sturnella superciliaris_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_19AGO2010_B Lopez-Lanus.mp3;http://www.xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/tb/3243 Sturnella superciliaris_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_19AGO2010_B Lopez-Lanus.png
76473;Sturnella;superciliaris;White-browed Blackbird;;Marcos Melo;Brazil;Parque Municipal Nove de Julho, São Paulo, SP;-23.7192;-46.717;calls;MOV05328sturnsupermmelo.mp3;http://www.xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/MOV05328sturnsupermmelo.mp3;http://www.xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/tb/MOV05328sturnsupermmelo.png
84748;Sturnella;superciliaris;White-browed Blackbird;;Jeremy Minns;Brazil;Barra do Quaraí;-30.1834;-57.4501;Call and song;STUSUP09.mp3;http://www.xeno-canto.org/sounds/uploaded/DGVLLRYDXS/STUSUP09.mp3;http://www.xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/tb/STUSUP09.png
