19823;Ficedula;parva;Red-breasted Flycatcher;albicilla;David Farrow;Myanmar;Hlawgah park;;;calls;red-throatedflycatchercallburmaFarrow.mp3;http://www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/red-throatedflycatchercallburmaFarrow.mp3;http://www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/tb/red-throatedflycatchercallburmaFarrow.png
36408;Ficedula;parva;Red-breasted Flycatcher;;Tomas Belka;Poland;Biebrza Marshes;53.5001;22.7334;song;XC_FICPAR1a.mp3;http://www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/XC_FICPAR1a.mp3;http://www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/tb/XC_FICPAR1a.png
37895;Ficedula;parva;Red-breasted Flycatcher;;Bas van de Meulengraaf;Poland;Grzedy, NP Bierbza, Poland;53.6267;22.7876;call;27072009_Poland_Grzedy_red-breasted-flycatcher_call1_kort.mp3;http://www.xeno-canto.org/sounds/uploaded/GZRTNHSQVI/27072009_Poland_Grzedy_red-breasted-flycatcher_call1_kort.mp3;http://www.xeno-canto.org/sounds/uploaded/GZRTNHSQVI/ffts/tb/27072009_Poland_Grzedy_red-breasted-flycatcher_call1_kort.png
39444;Ficedula;parva;Red-breasted Flycatcher;;Dougie Preston;United Kingdom;Aywick, Yell, Shetland.;60.5595;-1.0298;Call;Red-breasted Flycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/LLWXDKVJSM/Red-breasted Flycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/LLWXDKVJSM/ffts/tb/Red-breasted Flycatcher.png
40048;Ficedula;parva;Red-breasted Flycatcher;;Hugh Harrop;United Kingdom;Swinning, Shetland;;;Call;RBFlySwinning1.mp3;http://www.xeno-canto.org/sounds/uploaded/CXJTNKJDZH/RBFlySwinning1.mp3;http://www.xeno-canto.org/sounds/uploaded/CXJTNKJDZH/ffts/tb/RBFlySwinning1.png
44517;Ficedula;parva;Red-breasted Flycatcher;parva;Herman van Oosten;Oman;Hilf: orchard;20.629;58.867;alarm call;Ficedula parva alarm 07210 0655.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/Ficedula parva alarm 07210 0655.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/tb/Ficedula parva alarm 07210 0655.png
44518;Ficedula;parva;Red-breasted Flycatcher;parva;Herman van Oosten;Oman;Hilf: orchard;20.629;58.867;calls;Ficedula parva trr 07210 0655.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/Ficedula parva trr 07210 0655.mp3;http://www.xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/tb/Ficedula parva trr 07210 0655.png
48776;Ficedula;parva;Red-breasted Flycatcher;;David Marques;Romania;Celic-Dere Monastery, Dobrogea, Romania;45.126;28.568;song;Red-breastedFlycatcher_song.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/Red-breastedFlycatcher_song.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/ffts/tb/Red-breastedFlycatcher_song.png
48777;Ficedula;parva;Red-breasted Flycatcher;;David Marques;Romania;Celic-Dere Monastery, Dobrogea, Romania;45.126;28.568;song;Red-breastedFlycatcher_song2.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/Red-breastedFlycatcher_song2.mp3;http://www.xeno-canto.org/sounds/uploaded/VLLMNTIBZB/ffts/tb/Red-breastedFlycatcher_song2.png
54604;Ficedula;parva;Red-breasted Flycatcher;;Benoit Nabholz;Sweden;Vendelsjön, Uppland;60.157;17.639;Song;LS100129_GM_nain_06_juin_Vendelsjon.mp3;http://www.xeno-canto.org/sounds/uploaded/FJGZDKCSMC/LS100129_GM_nain_06_juin_Vendelsjon.mp3;http://www.xeno-canto.org/sounds/uploaded/FJGZDKCSMC/ffts/tb/LS100129_GM_nain_06_juin_Vendelsjon.png
76658;Ficedula;parva;Red-breasted Flycatcher;;Sindre Molværsmyr;Norway;Brenna;60.016;10.624;Song;Dvergfluesnapper.mp3;http://www.xeno-canto.org/sounds/uploaded/SUCMVQASGH/Dvergfluesnapper.mp3;http://www.xeno-canto.org/sounds/uploaded/SUCMVQASGH/ffts/tb/Dvergfluesnapper.png
78477;Ficedula;parva;Red-breasted Flycatcher;;Jacques PREVOST;Hungary;Szogliget forest, Aggtelek National park;;;song;11 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 10h00.mp3;http://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/11 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 10h00.mp3;http://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/ffts/tb/11 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 10h00.png
78478;Ficedula;parva;Red-breasted Flycatcher;;Jacques PREVOST;Hungary;Szogliget forest, Aggtelek National park;;;song;12 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 9h45.mp3;http://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/12 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 9h45.mp3;http://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/ffts/tb/12 Ficedula parva, Aggtelek forest (Hungary),  14-05-10, 9h45.png
80643;Ficedula;parva;Red-breasted Flycatcher;;Juha Honkala;Finland;Sipoo, Hindsby, Sipoo National Park;60.348;25.21;Song;LS100097Ficpar.mp3;http://www.xeno-canto.org/sounds/uploaded/UTCLOBFQPH/LS100097Ficpar.mp3;http://www.xeno-canto.org/sounds/uploaded/UTCLOBFQPH/ffts/tb/LS100097Ficpar.png
83211;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Skarbo, Vendelsjön, Uppland;60.18;17.697;song;110608_16_Red-breastedFlycatcher_Vendelsjon_short.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110608_16_Red-breastedFlycatcher_Vendelsjon_short.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110608_16_Red-breastedFlycatcher_Vendelsjon_short.png
83233;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Kungshamn-Morga Naturreservat, Uppsala;59.774;17.648;song;110601_03_Red-breastedFlycatcher_KungshamnMorga_ed.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110601_03_Red-breastedFlycatcher_KungshamnMorga_ed.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110601_03_Red-breastedFlycatcher_KungshamnMorga_ed.png
83234;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Kungshamn-Morga Naturreservat, Uppsala;59.774;17.648;song;110601_02_Red-breastedFlycatcher_KungshamnMorga_sel_ed.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110601_02_Red-breastedFlycatcher_KungshamnMorga_sel_ed.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110601_02_Red-breastedFlycatcher_KungshamnMorga_sel_ed.png
83626;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Skarbo, Vendelsjön, Uppland;60.18;17.697;song;100606_01_RedBreastedFlycatcher_Vendelsjon_1and2.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/100606_01_RedBreastedFlycatcher_Vendelsjon_1and2.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/100606_01_RedBreastedFlycatcher_Vendelsjon_1and2.png
83627;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Skarbo, Vendelsjön, Uppland;60.18;17.697;song;100606_02_RedBreastedFlycatcher_Vendelsjon_1and2.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/100606_02_RedBreastedFlycatcher_Vendelsjon_1and2.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/100606_02_RedBreastedFlycatcher_Vendelsjon_1and2.png
83628;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Skarbo, Vendelsjön, Uppland;60.18;17.697;call;100606_03_RedBreastedFlycatcher_2.50-3.35_call.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/100606_03_RedBreastedFlycatcher_2.50-3.35_call.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/100606_03_RedBreastedFlycatcher_2.50-3.35_call.png
87500;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Björn, Uppland;60.637;17.98;call;110911_23_RedBreastedFlycatcher-rattlecall_Bjorn_N5.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110911_23_RedBreastedFlycatcher-rattlecall_Bjorn_N5.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110911_23_RedBreastedFlycatcher-rattlecall_Bjorn_N5.png
87501;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Björn, Uppland;60.637;17.98;call;110911_25_RedBreastedFlycatcher_rattlecall_Bjorn_N5.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110911_25_RedBreastedFlycatcher_rattlecall_Bjorn_N5.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110911_25_RedBreastedFlycatcher_rattlecall_Bjorn_N5.png
87899;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Björn, Uppland;60.637;17.98;call;110926_02_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110926_02_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110926_02_RB-Flycatcher_Bjorn_N7.png
87900;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Björn, Uppland;60.637;17.98;call;110926_03_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110926_03_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110926_03_RB-Flycatcher_Bjorn_N7.png
87901;Ficedula;parva;Red-breasted Flycatcher;;Jelmer Poelstra;Sweden;Björn, Uppland;60.637;17.98;call;110926_04_05_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110926_04_05_RB-Flycatcher_Bjorn_N7.mp3;http://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/ffts/tb/110926_04_05_RB-Flycatcher_Bjorn_N7.png
90500;Ficedula;parva;Red-breasted Flycatcher;;Louis A. Hansen;Denmark;Gedser, Gedser bird observatory and ringing station (GFU);54.5631;11.9642;Call;B09h26m15s14oct2010_Redbr-Fly_call_weak.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/B09h26m15s14oct2010_Redbr-Fly_call_weak.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/ffts/tb/B09h26m15s14oct2010_Redbr-Fly_call_weak.png
90501;Ficedula;parva;Red-breasted Flycatcher;;Louis A. Hansen;Denmark;Gedser, Gedser bird observatory and ringing station (GFU);54.5631;11.9642;Call;B16h03m55s14oct2010_Redbr-Fly_type2-call.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/B16h03m55s14oct2010_Redbr-Fly_type2-call.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/ffts/tb/B16h03m55s14oct2010_Redbr-Fly_type2-call.png
90502;Ficedula;parva;Red-breasted Flycatcher;;Louis A. Hansen;Denmark;Gedser, Gedser bird observatory and ringing station (GFU);54.5631;11.9642;Call;B16h07m19s14oct2010_Redbr-Flyc_twoCallTypes.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/B16h07m19s14oct2010_Redbr-Flyc_twoCallTypes.mp3;http://www.xeno-canto.org/sounds/uploaded/SGNUEQHVBW/ffts/tb/B16h07m19s14oct2010_Redbr-Flyc_twoCallTypes.png
90623;Ficedula;parva;Red-breasted Flycatcher;;vir joshi;India;naghnath road amreli gujarat india;21.579;71.311;song;red b flycterrr.song.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/red b flycterrr.song.mp3;http://www.xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/tb/red b flycterrr.song.png
91150;Ficedula;parva;Red-breasted Flycatcher;;Lars Lachmann;Poland;Bieszczady Mountains, Poland;49.155;22.596;song;Red-breated Flycatcher_20100523_104925.mp3;http://www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/Red-breated Flycatcher_20100523_104925.mp3;http://www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/tb/Red-breated Flycatcher_20100523_104925.png
91909;Ficedula;parva;Red-breasted Flycatcher;;Ramit Singal;India;Rewari;28.2028;76.6559;Call;MVI_5082.mp3;http://www.xeno-canto.org/sounds/uploaded/FPDBIILGCX/MVI_5082.mp3;http://www.xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/tb/MVI_5082.png
96738;Ficedula;parva;Red-breasted Flycatcher;;Mike Nelson;India;Forest below Pine Crest Resort, Bhimtal, Uttarakhand;29.373;79.533;Call;RedbreastedFlycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/RedbreastedFlycatcher.mp3;http://www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/tb/RedbreastedFlycatcher.png
